full_name,first_name,last_name,combine_year,college,position,height_inches,weight_lbs,hand_size_inches,arm_length_inches,40_yard_dash,bench_press_reps,vertical_leap_inches,broad_jump_inches,3_cone_drill,20_yard_shuttle,60_yard_shuttle
elijah_qualls,elijah,qualls,2017,washington,dl,73.13,313,9.38,30.63,5.13,33,31.5,105,7.65,4.57,
james_quick,james,quick,2017,louisville,wr,72.25,186,9,30.75,4.6,11,31,115,7,4.39,
ryan_ramczyk,ryan,ramczyk,2017,wisconsin,ol,77.75,310,10.88,33.75,,25,,,,4.82,
michael_rector,michael,rector,2017,stanford,wr,72.13,193,9.25,32.5,4.42,,36.5,129,6.77,4.19,
haason_reddick,haason,reddick,2017,temple,dl,73.25,237,10.13,32.75,4.52,24,36.5,133,7.01,5,
devine_redding,devine,redding,2017,indiana,rb,68.25,205,9.63,29.25,4.76,16,30.5,116,7.18,4.46,11.21
jalen_reeves-maybin,jalen,reeves-maybin,2017,tennessee,lb,72.25,230,9.63,32.25,,,,,,,
austin_rehkow,austin,rehkow,2017,idaho,k_p,74.63,214,9.88,31.88,,,,,,4.47,
josh_reynolds,josh,reynolds,2017,texas_a&m,wr,74.75,194,9.38,31.5,4.52,,37,124,6.83,4.13,11.68
duke_riley,duke,riley,2017,louisiana_state,lb,72.25,232,9.25,32,4.58,18,34.5,122,6.89,,
derek_rivers,derek,rivers,2017,youngstown_state_oh,dl,76.13,248,9.38,32.75,4.61,30,35,123,6.94,,
michael_roberts,michael,roberts,2017,toledo,fb_te,76.38,270,11.5,33,4.86,,30,110,7.05,4.51,
jalen_robinette,jalen,robinette,2017,air_force,wr,74.75,220,10.88,32.38,4.62,13,31.5,120,6.77,4.46,
cam_robinson,cam,robinson,2017,alabama,ol,77.75,322,10.5,35.5,5.15,,26,106,7.81,4.82,
isaac_rochell,isaac,rochell,2017,notre_dame,dl,76.38,280,9.75,32.75,4.89,25,31.5,114,,,
darreus_rogers,darreus,rogers,2017,southern_california,wr,72.63,216,10.13,32,,8,26.5,112,7.22,4.54,11.39
sam_rogers,sam,rogers,2017,virginia_tech,fb_te,70.25,231,9.75,30.25,4.93,19,32,114,7.27,4.34,
fred_ross,fred,ross,2017,mississippi_state,wr,72.63,213,9.25,31.25,4.51,10,35,113,6.99,4.28,
john_ross,john,ross,2017,washington,wr,70.75,188,8.75,31.5,4.22,,37,133,,4.33,
chase_roullier,chase,roullier,2017,wyoming,ol,75.75,312,9.5,32.25,5.54,19,26.5,97,7.6,4.47,
travis_rudolph,travis,rudolph,2017,florida_state,wr,72.25,189,9.25,31.88,4.65,12,31.5,114,6.93,4.46,
cooper_rush,cooper,rush,2017,central_michigan,qb,74.63,228,9.13,32.38,4.93,,27,105,7.23,4.47,
seth_russell,seth,russell,2017,baylor,qb,74.88,213,9.63,32.25,,,,,,,
victor_salako,victor,salako,2017,oklahoma_state,ol,78,335,,,,,,,,4.78,
curtis_samuel,curtis,samuel,2017,ohio_state,wr,71,196,9.5,31.25,4.31,18,37,119,7.09,4.33,
eric_saubert,eric,saubert,2017,drake_ia,fb_te,76.63,253,10.38,33.5,,22,33,121,,,
artavis_scott,artavis,scott,2017,clemson,wr,70.25,193,9.38,31,4.61,13,31,116,7.19,4.49,
ricky_seals-jones,ricky,seals-jones,2017,texas_a&m,wr,76.63,243,9.63,33.13,4.69,17,28,121,7.46,4.33,
justin_senior,justin,senior,2017,mississippi_state,ol,76.63,331,10.25,34,5.55,,23,98,8.19,5.06,
adam_shaheen,adam,shaheen,2017,ashland_oh,fb_te,77.75,278,9.63,33.5,4.79,24,32.5,121,7.09,4.38,
david_sharpe,david,sharpe,2017,florida,ol,77.75,343,10,35.38,5.44,19,20.5,97,7.87,4.78,
rushel_shell,rushel,shell,2017,west_virginia,rb,69.63,227,9.63,30,4.74,21,32.5,,,4.08,
garrett_sickels,garrett,sickels,2017,penn_state,dl,75.13,261,9.5,32.13,4.9,20,28,105,7.21,4.39,
nico_siragusa,nico,siragusa,2017,san_diego_state,ol,76.38,319,10.63,33.5,5.35,28,32,110,7.71,4.56,
dan_skipper,dan,skipper,2017,arkansas,ol,81.63,309,10.5,33.38,5.42,,26,97,7.61,5.01,
tanzel_smart,tanzel,smart,2017,tulane_la,dl,72.63,296,9.63,32.88,5.24,22,27,105,7.53,,
deveon_smith,deveon,smith,2017,michigan,rb,70.88,223,9,29.5,,22,29,108,7.3,4.56,
jonnu_smith,jonnu,smith,2017,florida_international,fb_te,74.75,248,9.25,32.88,4.62,22,38,127,,4.18,
juju_smith-schuster,juju,smith-schuster,2017,southern_california,wr,73.25,215,10.5,32.88,4.54,15,32.5,120,,5.01,
dawuane_smoot,dawuane,smoot,2017,illinois,dl,74.88,264,9.25,33.25,4.77,,29.5,117,7.18,4.28,
jeremy_sprinkle,jeremy,sprinkle,2017,arkansas,fb_te,77,252,10.75,34.5,4.69,,29,116,,4.33,11.85
jamari_staples,jamari,staples,2017,louisville,wr,75,195,9.5,33.5,4.51,,36,130,,4.14,
jordan_sterns,jordan,sterns,2017,oklahoma_state,db,71,196,8.88,31.38,,,,,,4.2,10.71
freddie_stevenson,freddie,stevenson,2017,florida_state,fb_te,72,234,9.63,32.75,4.75,24,28,111,7.65,4.36,11.65
ardarius_stewart,ardarius,stewart,2017,alabama,wr,71.25,204,9.38,32.5,4.49,,34,124,,4.21,11.23
channing_stribling,channing,stribling,2017,michigan,lb,73,188,8.5,31.5,4.6,5,31.5,114,6.94,4.56,
cameron_sutton,cameron,sutton,2017,tennessee,lb,71,188,8.25,30,4.52,11,34,120,6.81,,
ryan_switzer,ryan,switzer,2017,north_carolina,wr,68.5,181,9.25,28,4.51,11,32,116,6.77,4,11.14
teez_tabor,teez,tabor,2017,florida,lb,72.25,199,8.63,32,4.62,9,31,120,,,
cordrea_tankersley,cordrea,tankersley,2017,clemson,lb,72.75,199,9.13,32.25,4.4,13,29.5,121,7,4.32,
taywan_taylor,taywan,taylor,2017,western_kentucky,wr,71,203,9.25,32.63,4.5,13,33.5,132,6.57,4.21,
trent_taylor,trent,taylor,2017,louisiana_tech,wr,67.63,181,8.25,28.75,4.63,13,33,117,6.74,4.01,
vincent_taylor,vincent,taylor,2017,oklahoma_state,dl,74.75,304,10.13,34.38,5.07,26,28.5,108,7.58,4.59,
sam_tevi,sam,tevi,2017,utah,ol,77,311,10.13,34,5.27,15,26,107,7.84,4.6,
nate_theaker,nate,theaker,2017,wayne_st._mi,ol,77,315,9.63,32.63,5.41,23,27,105,7.97,4.55,
jahad_thomas,jahad,thomas,2017,temple,rb,69.63,190,9,30.13,4.62,11,32,116,,,
noel_thomas,noel,thomas,2017,connecticut,wr,72.13,205,8.75,30,4.63,9,32.5,118,,,
solomon_thomas,solomon,thomas,2017,stanford,dl,74.75,273,9.38,33,4.69,30,35,126,6.95,4.58,12.3
tedric_thompson,tedric,thompson,2017,colorado,db,71.75,204,9.63,31.5,4.6,17,32.5,117,7.11,4.36,12.13
jack_tocho,jack,tocho,2017,north_carolina_state,lb,71.88,202,9.38,31.63,4.54,21,35,125,,4.07,
dalvin_tomlinson,dalvin,tomlinson,2017,alabama,dl,75,310,10.13,33.5,5.19,,27,110,7.68,4.39,
alek_torgersen,alek,torgersen,2017,pennsylvania,qb,75,230,,,,,,,,4.31,
jon_toth,jon,toth,2017,kentucky,ol,77,307,10,33.63,5.51,21,25.5,100,8.09,4.37,11.77
damarius_travis,damarius,travis,2017,minnesota,db,72.75,206,9,31.75,,13,32.5,115,7.08,4.28,
mitchell_trubisky,mitchell,trubisky,2017,north_carolina,qb,74.13,222,9.5,32,4.67,,27.5,116,6.87,4.25,
stevie_tuikolovatu,stevie,tuikolovatu,2017,southern_california,dl,73.13,331,10.25,33,5.45,28,24.5,91,7.83,4.65,
josh_tupou,josh,tupou,2017,colorado,dl,75,325,,,,,,,,4.93,
michael_tyson,michael,tyson,2017,cincinnati,db,72.88,204,9.25,31.75,4.56,17,33,118,,,
jerry_ugokwe,jerry,ugokwe,2017,william_&_mary_va,ol,79.25,321,10.38,35.38,5.61,18,26,103,8.35,5.17,
conrad_ukropina,conrad,ukropina,2017,stanford,k_p,72,190,9.13,31.38,,,,,,,
tanner_vallejo,tanner,vallejo,2017,boise_state,lb,72.75,228,9.63,30.5,4.67,,33.5,121,,,
eddie_vanderdoes,eddie,vanderdoes,2017,ucla,dl,75.13,305,10.63,33.13,4.99,28,28.5,111,7.69,,
justin_vogel,justin,vogel,2017,miami_fl,k_p,76,219,9,32.5,4.7,,34,,,4.53,
charles_walker,charles,walker,2017,oklahoma,dl,74.13,310,9.63,33.75,4.96,25,28,107,7.89,4.13,11.58
demarcus_walker,demarcus,walker,2017,florida_state,dl,75.75,280,10.5,33,,18,,,,4.89,
carlos_watkins,carlos,watkins,2017,clemson,dl,75.13,309,10.38,34.63,,25,,,,4.73,
deshaun_watson,deshaun,watson,2017,clemson,qb,74.13,221,9.75,33,4.66,,32.5,119,6.95,4.31,
tj_watt,tj,watt,2017,wisconsin,lb,76.25,252,11,33.13,4.69,21,37,128,6.79,4.78,
davis_webb,davis,webb,2017,california,qb,77,229,9.25,33.13,4.79,,33,118,6.92,,
mike_williams,mike,williams,2017,clemson,wr,75.75,218,9.38,33.38,,15,32.5,121,,,
mehdi_abdesmad,mehdi,abdesmad,2016,boston_college,dl,78.25,284,9.75,33.38,5.1,25,29.5,108,7.55,4.62,
jerell_adams,jerell,adams,2016,south_carolina,fb_te,77.13,247,9.75,34.38,4.64,,32.5,117,7.05,4.31,11.52
vernon_adams,vernon,adams,2016,oregon,qb,70.88,200,9.13,30.25,4.83,,29.5,114,6.82,4.2,
bralon_addison,bralon,addison,2016,oregon,wr,69.25,197,9.13,29.5,4.66,13,34.5,116,6.95,4.14,11.53
dominique_alexander,dominique,alexander,2016,oklahoma,lb,72.25,232,9,32.25,,17,28.5,104,,,
mackensie_alexander,mackensie,alexander,2016,clemson,lb,70.38,190,9.13,31.38,,11,,,,,
vadal_alexander,vadal,alexander,2016,louisiana_state,ol,77.25,326,10.5,35.25,5.57,25,24,95,8.04,4.9,
brandon_allen,brandon,allen,2016,arkansas,qb,73.38,217,8.88,31.25,4.84,,28,110,7.06,4.33,
jack_allen,jack,allen,2016,michigan_state,ol,73.25,294,10.13,32.25,5.29,23,26.5,101,7.9,4.73,
geronimo_allison,geronimo,allison,2016,illinois,wr,75.25,196,9.5,32.88,4.67,,33,127,7.4,4.28,11.54
stephen_anderson,stephen,anderson,2016,california,fb_te,74.13,230,9.25,32,,16,38,119,,,
eli_apple,eli,apple,2016,ohio_state,lb,72.63,199,9.38,31.38,4.4,13,,,,,
demarcus_ayers,demarcus,ayers,2016,houston,wr,69.38,182,9.25,31.25,4.72,,33,123,,,
sterling_bailey,sterling,bailey,2016,georgia,dl,76,285,10.25,33.38,5.23,20,30,111,7.46,4.73,
peyton_barber,peyton,barber,2016,auburn,rb,70,228,9.38,30.25,4.64,20,32.5,111,7,4.21,11.65
jimmy_bean,jimmy,bean,2016,oklahoma_state,dl,77,264,9.75,33.5,,20,,,,,
willie_beavers,willie,beavers,2016,western_michigan,ol,76.63,321,9.5,33.5,5.28,20,25.5,103,7.96,4.71,
vonn_bell,vonn,bell,2016,ohio_state,db,70.75,199,9.5,32.38,,16,,,,,
caleb_benenoch,caleb,benenoch,2016,ucla,ol,77.5,311,,,4.98,,28,104,8.15,5.11,
andrew_billings,andrew,billings,2016,baylor,dl,72.63,311,10,33,5.05,31,27.5,113,8.05,4.82,
ronald_blair,ronald,blair,2016,appalachian_state_nc,dl,74.13,284,10.25,34,5.15,32,30,113,7.95,4.53,
austin_blythe,austin,blythe,2016,iowa,ol,74.13,298,9.38,30.25,5.36,29,27.5,99,7.52,4.53,
briean_boddy-calhoun,briean,boddy-calhoun,2016,minnesota,lb,69.5,193,9.13,31,4.47,10,35,123,7.16,4.22,11.69
evan_boehm,evan,boehm,2016,missouri,ol,74.13,302,10.25,31.63,5.33,24,28.5,96,7.52,4.69,
devante_bond,devante,bond,2016,oklahoma,lb,73.13,235,9.25,32.38,4.7,21,37.5,121,7.07,4.36,
devontae_booker,devontae,booker,2016,utah,rb,70.75,219,8.63,31.63,,22,,,,,
joey_bosa,joey,bosa,2016,ohio_state,dl,77.25,269,10.25,33.38,4.86,24,32,120,6.89,4.21,
tyler_boyd,tyler,boyd,2016,pittsburgh,wr,73.5,197,9.75,32,4.58,11,34,119,6.9,4.35,
trevone_boykin,trevone,boykin,2016,texas_christian,qb,72,212,9.38,31.63,4.77,,32,110,,4.4,
james_bradberry,james,bradberry,2016,samford_al,lb,72.75,211,9.13,33.38,4.5,16,36,124,6.91,4.21,11.49
ben_braunecker,ben,braunecker,2016,harvard,fb_te,75.38,250,9.5,32.75,4.73,20,35.5,121,6.9,4.2,11.32
jake_brendel,jake,brendel,2016,ucla,ol,76.13,303,,,5.01,25,28,108,7.31,4.27,
jacoby_brissett,jacoby,brissett,2016,north_carolina_state,qb,75.75,231,9.75,32.25,4.94,,31,113,7.17,4.53,
kentrell_brothers,kentrell,brothers,2016,missouri,lb,72.38,245,9.75,30.75,4.89,19,28.5,110,6.99,4.11,
anthony_brown,anthony,brown,2016,purdue,lb,71.25,192,8.25,31.75,4.33,19,35,115,7.03,4.19,11.19
beniquez_brown,beniquez,brown,2016,mississippi_state,lb,72.75,229,9.13,31.38,4.77,18,31,110,7.07,4.28,
chris_brown,chris,brown,2016,notre_dame,wr,74,194,9,32.25,,,,,,,
lamarcus_brutus,lamarcus,brutus,2016,florida_state,db,71.63,206,,,4.76,14,33,114,7.08,4.33,
deforest_buckner,deforest,buckner,2016,oregon,dl,79,291,11.75,34.38,5.05,,32,116,7.51,4.47,
jonathan_bullard,jonathan,bullard,2016,florida,dl,75,285,10,33.63,4.93,23,32,116,7.31,4.56,
aaron_burbridge,aaron,burbridge,2016,michigan_state,wr,72,206,8.25,31.63,4.56,20,30.5,115,7.22,4.31,11.9
artie_burns,artie,burns,2016,miami_fl,lb,71.88,193,9.5,33.25,4.46,,31.5,,,,
juston_burris,juston,burris,2016,north_carolina_state,lb,72.25,212,8.88,31.5,4.53,19,36.5,122,7.1,4.4,11.65
deon_bush,deon,bush,2016,miami_fl,db,72.38,199,9.25,30.88,4.64,17,36,123,,,
vernon_butler,vernon,butler,2016,louisiana_tech,dl,75.63,323,10.75,35.13,5.33,26,29.5,104,7.82,4.76,
devon_cajuste,devon,cajuste,2016,stanford,wr,75.75,234,10.75,33,4.62,12,36,123,6.49,4.2,11.5
shilique_calhoun,shilique,calhoun,2016,michigan_state,dl,76.38,251,9.88,34.25,4.82,23,35,115,6.97,4.25,
taveze_calhoun,taveze,calhoun,2016,mississippi_state,lb,72.38,192,9,31.88,4.58,14,33.5,,,,
devondre_campbell,devondre,campbell,2016,minnesota,lb,75.63,232,9.63,33.63,4.58,16,34,116,,,
maurice_canady,maurice,canady,2016,virginia,lb,73,193,9.13,31.63,4.49,16,38,124,7.03,4.09,
leonte_carroo,leonte,carroo,2016,rutgers,wr,71.88,211,9.63,31.38,4.5,14,35.5,120,,,
tra_carson,tra,carson,2016,texas_a&m,rb,71.25,227,9.25,31.5,,19,,,,,
tevin_carter,tevin,carter,2016,utah,db,73.25,218,9.25,32,,19,,,,,
jeremy_cash,jeremy,cash,2016,duke,db,72.38,212,10.5,32.38,,,,,,,
joseph_cheek,joseph,cheek,2016,texas_a&m,ol,78,295,9.25,32.75,,20,,,,,
kenny_clark,kenny,clark,2016,ucla,dl,74.63,314,10.5,32.13,5.06,29,28.5,102,,4.62,
leraven_clark,leraven,clark,2016,texas_tech,ol,77.25,316,11.88,36.13,5.16,18,,,,,
corey_coleman,corey,coleman,2016,baylor,wr,70.63,194,9,30.25,,17,40.5,129,,,
shon_coleman,shon,coleman,2016,auburn,ol,77.5,307,10.63,35.13,,22,,,,,
alex_collins,alex,collins,2016,arkansas,rb,70,217,9.25,30.25,4.59,18,28.5,113,,,
maliek_collins,maliek,collins,2016,nebraska,dl,73.88,311,9.5,33.13,5.03,25,29.5,109,7.53,4.52,
jack_conklin,jack,conklin,2016,michigan_state,ol,77.75,308,10.38,35,5,25,30,103,7.63,4.57,
connor_cook,connor,cook,2016,michigan_state,qb,76,217,9.75,33,4.79,,33,113,7.21,4.28,
fahn_cooper,fahn,cooper,2016,mississippi,ol,76.5,303,10,34.75,5.17,19,25,102,7.85,4.89,
pharoh_cooper,pharoh,cooper,2016,south_carolina,wr,71.13,203,9.13,32.25,,15,31,115,,,
marshaun_coprich,marshaun,coprich,2016,illinois_state,rb,68,207,9,29.63,4.47,17,34,112,7.26,4.58,12.09
cody_core,cody,core,2016,mississippi,wr,74.63,205,,,4.47,14,31.5,119,,,
kamalei_correa,kamalei,correa,2016,boise_state,dl,74.63,243,9.38,31.63,4.69,21,33,108,,,
james_cowser,james,cowser,2016,southern_utah,dl,75.13,248,10.25,32.88,4.82,21,31.5,111,6.8,4.31,
sua_cravens,sua,cravens,2016,southern_california,lb,72.75,226,9.5,32.13,,16,27,114,,,
ken_crawley,ken,crawley,2016,colorado,lb,72.38,187,9,30.5,4.43,,36.5,119,,,
joe_dahl,joe,dahl,2016,washington_state,ol,76.13,304,9.13,33.13,5.18,28,31,109,7.64,4.77,
steven_daniels,steven,daniels,2016,boston_college,lb,71.5,243,,,4.86,16,32,112,7.33,4.54,
sean_davis,sean,davis,2016,maryland,db,73,201,9.5,31.38,4.46,21,37.5,126,6.64,3.97,11.53
trevor_davis,trevor,davis,2016,california,wr,73.13,188,10,31,4.42,11,38.5,124,6.6,4.22,10.94
sheldon_day,sheldon,day,2016,notre_dame,dl,72.63,293,9.63,32.63,5.07,21,30,102,7.44,4.5,
taylor_decker,taylor,decker,2016,ohio_state,ol,79,310,10,33.75,5.23,20,29,101,7.7,4.76,
kj_dillon,kj,dillon,2016,west_virginia,db,72.38,210,,,4.53,11,,121,,,
kenneth_dixon,kenneth,dixon,2016,louisiana_tech,rb,70.13,215,9.5,31.38,4.56,18,37.5,121,6.97,4.28,11.5
josh_doctson,josh,doctson,2016,texas_christian,wr,74,202,9.88,31.88,4.5,14,41,131,6.84,4.08,11.06
kevin_dodd,kevin,dodd,2016,clemson,dl,77,277,10,34,4.86,,,,,,
brandon_doughty,brandon,doughty,2016,western_kentucky,qb,74.75,213,9.13,32,5.22,,27,103,7.49,4.52,
kenyan_drake,kenyan,drake,2016,alabama,rb,72.63,210,9.75,31.75,4.45,10,34.5,123,7.04,4.21,
spencer_drango,spencer,drango,2016,baylor,ol,77.63,315,9.5,33.75,5.27,30,27,100,7.88,4.66,
jeff_driskel,jeff,driskel,2016,louisiana_tech,qb,76,234,9.75,33.5,4.56,,32,122,7.19,4.25,
thomas_duarte,thomas,duarte,2016,ucla,fb_te,74.13,231,10,33,4.72,12,33.5,118,6.97,4.24,
parker_ehinger,parker,ehinger,2016,cincinnati,ol,78.25,310,9.88,33,5.26,,27.5,97,,,
deandre_elliott,deandre,elliott,2016,colorado_state,lb,72.88,188,9.63,32,4.55,,41,125,6.93,3.94,
ezekiel_elliott,ezekiel,elliott,2016,ohio_state,rb,71.75,225,10.25,31.25,4.47,,32.5,118,,,
tyler_ervin,tyler,ervin,2016,san_jose_state,rb,69.88,192,9.13,29.75,4.41,17,39,130,,,
kyler_fackrell,kyler,fackrell,2016,utah_state,lb,77,245,10.13,33.25,4.72,15,34.5,121,,,
jason_fanaika,jason,fanaika,2016,utah,dl,73.75,271,9.88,32.63,4.92,23,35.5,113,7.06,4.39,
travis_feeney,travis,feeney,2016,washington,lb,75.63,230,9.5,33.38,4.5,,40,130,7.2,4.42,11.71
josh_ferguson,josh,ferguson,2016,illinois,rb,69.5,198,9,30,4.48,21,34.5,120,,,
leonard_floyd,leonard,floyd,2016,georgia,lb,77.63,244,10.13,33.13,4.6,,39.5,127,,,
josh_forrest,josh,forrest,2016,kentucky,lb,75.13,249,9.5,33.5,4.91,11,30.5,118,,,
dj_foster,dj,foster,2016,arizona_state,wr,70.25,193,9.25,30.5,4.57,14,35.5,117,6.75,4.07,11.12
kavon_frazier,kavon,frazier,2016,central_michigan,db,71.88,217,9,32.25,,18,,,,,
kris_frost,kris,frost,2016,auburn,lb,74.13,240,10.5,32.5,4.97,,29,113,,,
kendall_fuller,kendall,fuller,2016,virginia_tech,lb,71.5,187,10,31.5,,15,,,,,
will_fuller,will,fuller,2016,notre_dame,wr,72.13,186,8.25,30.75,4.32,10,33.5,126,6.93,4.27,11.44
joshua_garnett,joshua,garnett,2016,stanford,ol,76.38,312,10.13,33.88,5.32,30,29,99,7.62,4.64,
keyarris_garrett,keyarris,garrett,2016,tulsa_ok,wr,75.38,220,9,34.5,4.53,14,36.5,128,7.3,4.33,11.72
graham_glasgow,graham,glasgow,2016,michigan,ol,77.88,307,10.75,33.63,5.13,23,25,106,7.63,4.63,
jared_goff,jared,goff,2016,california,qb,76,215,9,32.75,4.82,,27,110,7.17,4.47,
bj_goodson,bj,goodson,2016,clemson,lb,72.63,242,10,33.25,4.69,30,34.5,118,7.05,4.51,
adam_gotsis,adam,gotsis,2016,georgia_tech,dl,76.5,287,10.75,34.13,,,,,,,
tj_green,tj,green,2016,clemson,db,74.5,209,9.63,32,4.34,13,35.5,129,,,
darrell_greene,darrell,greene,2016,san_diego_state,ol,74.75,321,9.63,31.63,5.2,28,21.5,98,8.07,4.98,
david_grinnage,david,grinnage,2016,north_carolina_state,fb_te,77.25,248,,,4.9,,29.5,106,,,
glenn_gronkowski,glenn,gronkowski,2016,kansas_state,rb,74.13,239,9.5,30.75,4.71,17,33,120,7.1,4.45,11.95
christian_hackenberg,christian,hackenberg,2016,penn_state,qb,76.38,223,9,32,4.78,,31,114,7.04,4.33,
joe_haeg,joe,haeg,2016,north_dakota_state,ol,78,304,9.63,33.75,5.16,,27.5,111,7.47,4.47,
deiondre_hall,deiondre,hall,2016,northern_iowa,lb,73.63,199,9.75,34.38,4.68,,37,127,7.07,4.06,
javon_hargrave,javon,hargrave,2016,south_carolina_state,dl,73.38,309,9.63,32,4.93,29,34.5,109,7.9,4.7,
vernon_hargreaves,vernon,hargreaves,2016,florida,lb,70.5,204,8.75,30.63,4.5,15,39,130,,3.98,
devante_harris,devante,harris,2016,texas_a&m,lb,70.63,176,,,4.56,,38.5,124,6.82,4.06,
jerald_hawkins,jerald,hawkins,2016,louisiana_state,ol,77.63,305,9.63,34.25,5.23,23,23.5,100,8.19,4.89,
joel_heath,joel,heath,2016,michigan_state,dl,77.25,293,10.5,34.5,5.02,26,33,113,7.44,4.52,
temarrick_hemingway,temarrick,hemingway,2016,south_carolina_state,fb_te,76.88,244,,,4.71,18,30.5,115,6.88,4.31,
derrick_henry,derrick,henry,2016,alabama,rb,74.63,247,8.75,33,4.54,22,37,130,7.2,4.38,11.5
hunter_henry,hunter,henry,2016,arkansas,fb_te,76.88,250,9.25,32.75,,13,,,,,
willie_henry,willie,henry,2016,michigan,dl,74.75,303,10.88,33.38,5,28,30.5,110,7.57,4.53,
quayvon_hicks,quayvon,hicks,2016,georgia,rb,72.88,259,9.63,31.25,,,,,,,
tyler_higbee,tyler,higbee,2016,western_kentucky,fb_te,77.75,249,10.25,33.25,,,,,,,
rashard_higgins,rashard,higgins,2016,colorado_state,wr,73.38,196,9.75,32.25,4.64,13,32,116,,,
kevin_hogan,kevin,hogan,2016,stanford,qb,75.25,218,10.25,32.38,4.78,,32.5,113,6.9,4.31,
johnny_holton,johnny,holton,2016,cincinnati,wr,72.63,190,9.88,32.88,4.54,8,31.5,123,,,
austin_hooper,austin,hooper,2016,stanford,fb_te,75.75,254,10.63,33.75,4.72,19,33,117,7,4.32,11.93
deandre_houston-carson,deandre,houston-carson,2016,william_&_mary_va,db,72.75,201,9.13,30.13,4.54,13,32.5,115,7.15,4.28,11.89
jordan_howard,jordan,howard,2016,indiana,rb,71.88,230,9,32.25,,16,34,122,,,
xavien_howard,xavien,howard,2016,baylor,lb,72.13,201,9.13,31.25,4.58,11,33,122,7.18,4.15,
germain_ifedi,germain,ifedi,2016,texas_a&m,ol,77.75,324,10.75,36,5.27,24,32.5,109,,4.75,
matt_ioannidis,matt,ioannidis,2016,temple,dl,75.5,299,,,5.03,32,28,108,7.78,4.68,
myles_jack,myles,jack,2016,ucla,lb,73,245,10.25,33.63,,19,,,,,
branden_jackson,branden,jackson,2016,texas_tech,dl,75.88,273,10.25,33.38,5.06,20,31.5,113,7.4,4.77,
dominick_jackson,dominick,jackson,2016,alabama,ol,77,313,9.75,33,,20,26,97,,,
william_jackson,william,jackson,2016,houston,lb,72.38,189,9.25,31.75,4.37,10,,116,,,
andy_janovich,andy,janovich,2016,nebraska,rb,73,238,9.75,31.63,4.81,30,34,119,7.28,4.32,11.95
quinton_jefferson,quinton,jefferson,2016,maryland,dl,75.88,291,8.88,33.38,4.95,24,29,,7.95,4.37,
jordan_jenkins,jordan,jenkins,2016,georgia,lb,74.63,259,11.25,34.25,4.8,16,36.5,121,,,
austin_johnson,austin,johnson,2016,penn_state,dl,76.38,314,9.88,32.75,5.32,25,26,96,7.84,4.75,
cj_johnson,cj,johnson,2016,mississippi,lb,73.38,234,8.88,32.75,4.81,,,,,4.52,
devon_johnson,devon,johnson,2016,marshall_wv,rb,72.5,238,9.25,31.25,,,,,,,
tyler_johnstone,tyler,johnstone,2016,oregon,ol,77.5,301,10.38,34,5.21,24,30.5,104,7.31,4.6,
cardale_jones,cardale,jones,2016,ohio_state,qb,77,253,9.75,33.75,4.81,,36,,,,
cayleb_jones,cayleb,jones,2016,arizona,wr,74.63,209,9.25,32.75,4.65,9,33.5,,6.99,4.14,11.46
chris_jones,chris,jones,2016,mississippi_state,dl,77.75,310,9,32.75,5.03,26,24.5,106,7.44,4.62,
cyrus_jones,cyrus,jones,2016,alabama,lb,69.88,197,9.13,31.38,4.49,10,33,116,6.71,4.21,
deion_jones,deion,jones,2016,louisiana_state,lb,72.88,222,9.25,32.38,4.59,,33,120,,,
jonathan_jones,jonathan,jones,2016,auburn,lb,69.13,186,8.75,30.25,4.33,19,36,123,7.25,4.25,
karl_joseph,karl,joseph,2016,west_virginia,db,69.63,205,9.75,32.13,,,,,,,
matt_judon,matt,judon,2016,grand_valley_state_mi,dl,75,275,9.5,33.88,4.73,30,35,109,7.67,4.52,
ufomba_kamalu,ufomba,kamalu,2016,miami_fl,dl,77.13,295,10,35,5.01,26,25,106,7.32,4.58,
nila_kasitati,nila,kasitati,2016,oklahoma,ol,75.25,317,10.5,32,5.32,12,27.5,107,8.3,4.83,
bronson_kaufusi,bronson,kaufusi,2016,brigham_young,dl,78.5,285,9.75,34.5,4.87,25,30,111,7.03,4.25,
jayron_kearse,jayron,kearse,2016,clemson,db,76,216,9.63,34.25,4.62,16,31.5,124,7.06,,
ryan_kelly,ryan,kelly,2016,alabama,ol,76,311,9.63,33.63,5.03,26,30,103,7.58,4.59,
cody_kessler,cody,kessler,2016,southern_california,qb,73.25,220,10.88,32.63,4.89,,29.5,104,7.32,4,
miles_killebrew,miles,killebrew,2016,southern_utah,db,73.88,217,9.5,32.13,4.65,22,38,127,6.93,4.18,11.02
derrick_kindred,derrick,kindred,2016,texas_christian,db,70,207,9.38,31.25,4.5,,37.5,123,7.05,4.29,
raphael_kirby,raphael,kirby,2016,miami_fl,lb,72,236,9.88,31,,27,,,,,
denver_kirkland,denver,kirkland,2016,arkansas,ol,76.5,335,9.63,34.63,5.55,19,22.5,94,8.72,5.06,
nick_kwiatkoski,nick,kwiatkoski,2016,west_virginia,lb,74,243,9.5,31.75,4.73,19,32,120,7.16,4.22,
daniel_lasco,daniel,lasco,2016,california,rb,72.25,209,9.13,32,4.46,23,41.5,135,7.22,4.26,11.31
darius_latham,darius,latham,2016,indiana,dl,76.25,311,10,34.75,5.32,,29,100,7.76,4.63,
